wiki_id,total_M_2,total_F_2,c_o_M_2,c_o_F_2,pure_M_2,pure_F_2,total_M_3,total_F_3,c_o_M_3,c_o_F_3,pure_M_3,pure_F_3,total_M_4,total_F_4,c_o_M_4,c_o_F_4,pure_M_4,pure_F_4,total_M_5,total_F_5,c_o_M_5,c_o_F_5,pure_M_5,pure_F_5,total_M_6,total_F_6,c_o_M_6,c_o_F_6,pure_M_6,pure_F_6,total_M_7,total_F_7,c_o_M_7,c_o_F_7,pure_M_7,pure_F_7,total_M_8,total_F_8,c_o_M_8,c_o_F_8,pure_M_8,pure_F_8,total_M_9,total_F_9,c_o_M_9,c_o_F_9,pure_M_9,pure_F_9,total_M_10,total_F_10,c_o_M_10,c_o_F_10,pure_M_10,pure_F_10,total_M_sent,total_F_sent,c_o_M_sent,c_o_F_sent,pure_M_sent,pure_F_sent
22785960,21,15,2,2,19,13,21,15,2,2,19,13,21,15,2,2,19,13,21,15,5,5,16,10,21,15,6,6,15,9,21,15,7,7,14,8,21,15,8,8,13,7,21,15,9,9,12,6,21,15,10,10,11,5,21,15,11,12,10,3
164387,36,0,0,0,36,0,36,0,0,0,36,0,36,0,0,0,36,0,36,0,0,0,36,0,36,0,0,0,36,0,36,0,0,0,36,0,36,0,0,0,36,0,36,0,0,0,36,0,36,0,0,0,36,0,36,0,0,0,36,0
5295514,23,11,2,2,21,9,23,11,2,2,21,9,23,11,3,3,20,8,23,11,3,3,20,8,23,11,3,3,20,8,23,11,5,5,18,6,23,11,5,5,18,6,23,11,6,6,17,5,23,11,6,6,17,5,23,11,9,7,14,4
5329751,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
436955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33240879,3,4,0,0,3,4,3,4,1,1,2,3,3,4,1,1,2,3,3,4,1,1,2,3,3,4,1,1,2,3,3,4,2,2,1,2,3,4,3,3,0,1,3,4,3,3,0,1,3,4,3,3,0,1,3,4,3,3,0,1
13998597,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13
3389457,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
5664103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8531151,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0
871658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27150590,14,8,1,1,13,7,14,8,1,1,13,7,14,8,2,2,12,6,14,8,2,3,12,5,14,8,2,3,12,5,14,8,5,6,9,2,14,8,6,6,8,2,14,8,6,6,8,2,14,8,8,7,6,1,14,8,8,7,6,1
22100437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164401,22,16,3,3,19,13,22,16,4,4,18,12,22,16,4,5,18,11,22,16,4,6,18,10,22,16,5,7,17,9,22,16,6,8,16,8,22,16,6,8,16,8,22,16,7,8,15,8,22,16,9,10,13,6,22,16,14,11,8,5
31406987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224344,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0
1159860,14,15,4,4,10,11,14,15,4,4,10,11,14,15,5,6,9,9,14,15,5,6,9,9,14,15,6,7,8,8,14,15,6,8,8,7,14,15,6,8,8,7,14,15,7,9,7,6,14,15,7,10,7,5,14,15,8,12,6,3
9502327,32,4,2,2,30,2,32,4,2,2,30,2,32,4,2,2,30,2,32,4,2,2,30,2,32,4,3,2,29,2,32,4,3,2,29,2,32,4,3,2,29,2,32,4,3,2,29,2,32,4,4,3,28,1,32,4,7,4,25,0
16304395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16487646,1,11,0,0,1,11,1,11,0,0,1,11,1,11,0,0,1,11,1,11,0,0,1,11,1,11,0,0,1,11,1,11,0,0,1,11,1,11,0,0,1,11,1,11,0,0,1,11,1,11,0,0,1,11,1,11,0,0,1,11
31638293,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
8138535,20,26,4,4,16,22,20,26,4,4,16,22,20,26,4,4,16,22,20,26,6,6,14,20,20,26,7,7,13,19,20,26,9,9,11,17,20,26,10,11,10,15,20,26,12,13,8,13,20,26,12,13,8,13,20,26,15,18,5,8
16285552,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2
3016738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3583342,0,56,0,0,0,56,0,56,0,0,0,56,0,56,0,0,0,56,0,56,0,0,0,56,0,56,0,0,0,56,0,56,0,0,0,56,0,56,0,0,0,56,0,56,0,0,0,56,0,56,0,0,0,56,0,56,0,0,0,56
1954198,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13
3623103,59,34,15,14,44,20,59,34,19,17,40,17,59,34,19,18,40,16,59,34,25,21,34,13,59,34,25,21,34,13,59,34,26,23,33,11,59,34,27,24,32,10,59,34,29,25,30,9,59,34,30,25,29,9,59,34,38,28,21,6
17828345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35572763,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
22569652,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8
7005267,12,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,12,0,12,0,0,0,12,0
19353888,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0,8,0,0,0,8,0
1189552,7,25,2,2,5,23,7,25,2,2,5,23,7,25,2,2,5,23,7,25,3,3,4,22,7,25,4,4,3,21,7,25,4,4,3,21,7,25,4,4,3,21,7,25,4,4,3,21,7,25,4,4,3,21,7,25,4,6,3,19
7093500,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1
33002536,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3
22944765,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0
2467316,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0
1688593,5,5,0,0,5,5,5,5,0,0,5,5,5,5,0,0,5,5,5,5,0,0,5,5,5,5,0,0,5,5,5,5,0,0,5,5,5,5,0,0,5,5,5,5,0,0,5,5,5,5,0,0,5,5,5,5,0,0,5,5
20825583,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0
16791637,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3
6917678,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3
3748765,28,17,2,2,26,15,28,17,4,4,24,13,28,17,5,5,23,12,28,17,5,5,23,12,28,17,9,8,19,9,28,17,11,9,17,8,28,17,14,10,14,7,28,17,14,10,14,7,28,17,14,10,14,7,28,17,20,13,8,4
1367581,15,0,0,0,15,0,15,0,0,0,15,0,15,0,0,0,15,0,15,0,0,0,15,0,15,0,0,0,15,0,15,0,0,0,15,0,15,0,0,0,15,0,15,0,0,0,15,0,15,0,0,0,15,0,15,0,0,0,15,0
20334134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25482380,0,26,0,0,0,26,0,26,0,0,0,26,0,26,0,0,0,26,0,26,0,0,0,26,0,26,0,0,0,26,0,26,0,0,0,26,0,26,0,0,0,26,0,26,0,0,0,26,0,26,0,0,0,26,0,26,0,0,0,26
77665,21,11,5,5,16,6,21,11,6,6,15,5,21,11,6,6,15,5,21,11,6,6,15,5,21,11,6,6,15,5,21,11,7,6,14,5,21,11,8,6,13,5,21,11,9,6,12,5,21,11,9,6,12,5,21,11,13,7,8,4
812818,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0
32714039,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0
4417478,3,3,0,0,3,3,3,3,0,0,3,3,3,3,0,0,3,3,3,3,0,0,3,3,3,3,0,0,3,3,3,3,0,0,3,3,3,3,0,0,3,3,3,3,2,2,1,1,3,3,2,2,1,1,3,3,2,2,1,1
32071439,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2
23965213,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0
2983249,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4
2192765,18,21,3,3,15,18,18,21,3,3,15,18,18,21,3,4,15,17,18,21,3,4,15,17,18,21,8,7,10,14,18,21,8,7,10,14,18,21,10,9,8,12,18,21,10,9,8,12,18,21,11,9,7,12,18,21,11,10,7,11
2988222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22380492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462764,21,32,6,6,15,26,21,32,6,6,15,26,21,32,7,7,14,25,21,32,8,8,13,24,21,32,9,9,12,23,21,32,9,9,12,23,21,32,10,10,11,22,21,32,12,12,9,20,21,32,13,13,8,19,21,32,14,15,7,17
20904194,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0
576217,3,37,1,1,2,36,3,37,2,1,1,36,3,37,2,1,1,36,3,37,2,1,1,36,3,37,2,1,1,36,3,37,3,1,0,36,3,37,3,1,0,36,3,37,3,1,0,36,3,37,3,1,0,36,3,37,3,3,0,34
1482867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667152,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0
27488355,2,17,0,0,2,17,2,17,0,0,2,17,2,17,0,0,2,17,2,17,0,0,2,17,2,17,0,0,2,17,2,17,0,0,2,17,2,17,0,0,2,17,2,17,0,0,2,17,2,17,0,0,2,17,2,17,0,0,2,17
28190294,16,6,1,1,15,5,16,6,2,2,14,4,16,6,2,2,14,4,16,6,3,2,13,4,16,6,3,2,13,4,16,6,4,3,12,3,16,6,5,3,11,3,16,6,5,3,11,3,16,6,6,3,10,3,16,6,7,4,9,2
1640329,11,10,0,0,11,10,11,10,0,0,11,10,11,10,0,0,11,10,11,10,1,1,10,9,11,10,1,1,10,9,11,10,2,2,9,8,11,10,2,2,9,8,11,10,2,2,9,8,11,10,2,2,9,8,11,10,5,5,6,5
31156941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18794321,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0
1715093,3,6,0,0,3,6,3,6,0,0,3,6,3,6,0,0,3,6,3,6,0,0,3,6,3,6,0,0,3,6,3,6,0,0,3,6,3,6,0,0,3,6,3,6,1,1,2,5,3,6,1,1,2,5,3,6,1,1,2,5
25829151,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
2055814,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0,10,0,0,0,10,0
25606631,29,21,10,8,19,13,29,21,14,11,15,10,29,21,16,12,13,9,29,21,16,12,13,9,29,21,17,13,12,8,29,21,17,13,12,8,29,21,18,13,11,8,29,21,18,14,11,7,29,21,18,14,11,7,29,21,18,14,11,7
16190026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362045,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0
7731090,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4,0,4,0,0,0,4
354536,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0
31390744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768808,52,26,11,11,41,15,52,26,14,14,38,12,52,26,17,15,35,11,52,26,17,17,35,9,52,26,19,18,33,8,52,26,19,18,33,8,52,26,20,18,32,8,52,26,21,18,31,8,52,26,22,18,30,8,52,26,28,20,24,6
4655520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6661678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30274548,4,36,0,0,4,36,4,36,0,0,4,36,4,36,0,0,4,36,4,36,0,0,4,36,4,36,0,0,4,36,4,36,0,0,4,36,4,36,0,0,4,36,4,36,0,0,4,36,4,36,0,0,4,36,4,36,1,1,3,35
4588632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28622004,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0
12714295,64,4,3,3,61,1,64,4,3,3,61,1,64,4,3,3,61,1,64,4,4,3,60,1,64,4,4,3,60,1,64,4,4,3,60,1,64,4,4,3,60,1,64,4,4,3,60,1,64,4,4,3,60,1,64,4,8,4,56,0
16921881,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0,13,0,0,0,13,0
2159529,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0
20917489,2,8,2,2,0,6,2,8,2,2,0,6,2,8,2,2,0,6,2,8,2,2,0,6,2,8,2,3,0,5,2,8,2,3,0,5,2,8,2,3,0,5,2,8,2,3,0,5,2,8,2,3,0,5,2,8,2,3,0,5
27122422,2,1,1,1,1,0,2,1,1,1,1,0,2,1,1,1,1,0,2,1,1,1,1,0,2,1,1,1,1,0,2,1,1,1,1,0,2,1,1,1,1,0,2,1,1,1,1,0,2,1,1,1,1,0,2,1,1,1,1,0
2827852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22895245,1,10,0,0,1,10,1,10,0,0,1,10,1,10,0,0,1,10,1,10,0,0,1,10,1,10,0,0,1,10,1,10,0,0,1,10,1,10,0,0,1,10,1,10,0,0,1,10,1,10,0,0,1,10,1,10,1,2,0,8
16168067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11618840,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5,0,5,0,0,0,5
200626,37,7,3,2,34,5,37,7,4,3,33,4,37,7,4,3,33,4,37,7,5,4,32,3,37,7,6,4,31,3,37,7,7,4,30,3,37,7,7,4,30,3,37,7,7,4,30,3,37,7,7,4,30,3,37,7,9,5,28,2
4431129,28,14,7,7,21,7,28,14,9,9,19,5,28,14,11,10,17,4,28,14,12,12,16,2,28,14,12,12,16,2,28,14,12,12,16,2,28,14,12,12,16,2,28,14,14,14,14,0,28,14,14,14,14,0,28,14,17,14,11,0
25655938,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7
6069135,18,0,0,0,18,0,18,0,0,0,18,0,18,0,0,0,18,0,18,0,0,0,18,0,18,0,0,0,18,0,18,0,0,0,18,0,18,0,0,0,18,0,18,0,0,0,18,0,18,0,0,0,18,0,18,0,0,0,18,0
15943379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286828,18,44,0,0,18,44,18,44,0,0,18,44,18,44,0,0,18,44,18,44,0,0,18,44,18,44,0,0,18,44,18,44,0,0,18,44,18,44,0,0,18,44,18,44,0,0,18,44,18,44,0,0,18,44,18,44,6,3,12,41
1549716,24,0,0,0,24,0,24,0,0,0,24,0,24,0,0,0,24,0,24,0,0,0,24,0,24,0,0,0,24,0,24,0,0,0,24,0,24,0,0,0,24,0,24,0,0,0,24,0,24,0,0,0,24,0,24,0,0,0,24,0
8885678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4793122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25155176,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1,2,1,0,0,2,1
2084045,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0
6057698,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
27654149,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0,2,0,0,0,2,0
807842,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,3
6608572,7,3,1,2,6,1,7,3,2,2,5,1,7,3,2,2,5,1,7,3,2,2,5,1,7,3,2,2,5,1,7,3,3,3,4,0,7,3,3,3,4,0,7,3,3,3,4,0,7,3,3,3,4,0,7,3,6,3,1,0
954883,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7,0,7,0,0,0,7
6961860,12,4,0,0,12,4,12,4,0,0,12,4,12,4,0,0,12,4,12,4,0,0,12,4,12,4,1,1,11,3,12,4,1,1,11,3,12,4,1,1,11,3,12,4,1,1,11,3,12,4,1,1,11,3,12,4,3,3,9,1
2129381,31,0,0,0,31,0,31,0,0,0,31,0,31,0,0,0,31,0,31,0,0,0,31,0,31,0,0,0,31,0,31,0,0,0,31,0,31,0,0,0,31,0,31,0,0,0,31,0,31,0,0,0,31,0,31,0,0,0,31,0
20814932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
